Customer ID,Twitter hashtags,Social groups/likes,Social Post/month,SM check Inns/Month,Habits and Interest,Travel frequency/month
3404,,,45,4,,45
3405,,,2,8,Charity,2
3406,Mental health,Mental health,4,9,,4
3407,,,3,45,,3
3408,,,78,2,Online Gaming,78
3409,,,1,4,,1
3410,Health Issue,Health Issue,1,3,,1
3411,,,8,78,,8
3412,,,0,1,,0
3413,,,5,1,Smoker,5
3414,,,7,8,,7
3415,Terriost activity,,23,0,Outdoor Activities,23
3416,,Sports,,5,,
3417,,Financial issues,0,7,,0
3418,,,5,23,,5
3419,,Criminal,1,,Alchohol Abuse,1
3420,,,4,0,,4
3421,Financial issues,,8,5,Travelling,8
3422,,Mental health,23,1,Sports,23
3423,Criminal,,24,4,,24
3424,,,16,8,,16
3425,,,85,23,Gambling,85
3426,Mental health,Health Issue,0,24,,0
3427,,,0,16,,0
3428,,,0,85,Books,0
3429,,,2,0,Travelling,2
3430,Health Issue,,4,0,shopoholic,4
3431,,Terriost activity,8,0,,8
3432,,,9,2,,9
3433,,,45,4,Travelling,45
3434,,spritual,2,8,,2
3435,Terriost activity,,4,9,,4
3436,,,3,45,Charity,3
3437,,,78,2,,78
3438,,,1,4,,1
3439,,Sports,1,3,Online Gaming,1
3440,,Financial issues,8,78,,8
3441,Financial issues,,0,1,,0
3442,,Criminal,5,1,,5
3443,Criminal,,7,8,Smoker,7
3444,,,23,0,,23
3445,,Mental health,0,5,Outdoor Activities,0
3446,Mental health,,5,7,,5
3447,,,1,23,,1
3448,,,4,0,,4
3449,,Health Issue,8,5,Alchohol Abuse,8
3450,Health Issue,,23,1,,23
3451,,,24,4,Travelling,24
3452,,,16,8,Sports,16
3453,,,85,23,,85
3454,,Terriost activity,0,24,,0
3455,Terriost activity,,0,16,Gambling,0
3456,,,0,85,,0
3457,,spritual,2,0,,2
3458,,,4,0,Books,4
3459,,,8,0,Travelling,8
3460,,,9,2,shopoholic,9
3461,Financial issues,,45,4,,45
3462,,Sports,2,8,,2
3463,Criminal,Financial issues,4,9,Travelling,4
3464,,,3,45,,3
3465,,Criminal,78,2,,78
3466,Mental health,,1,4,Charity,1
3467,,Sports,1,3,,1
3468,,Financial issues,8,78,,8
3469,,,0,1,Online Gaming,0
3470,Health Issue,Criminal,5,1,,5
3471,,,7,8,,7
3472,,,23,0,Smoker,23
3473,,Mental health,,5,,
3474,,,,7,Outdoor Activities,
3475,Terriost activity,,0,23,,0
3476,,,5,,,5
3477,,Health Issue,1,,,1
3478,,,4,0,Alchohol Abuse,4
3479,,,8,5,,8
3480,,,23,1,Travelling,23
3481,Financial issues,,24,4,Sports,24
3482,,Terriost activity,16,8,,16
3483,Criminal,,85,23,,85
3484,,,0,24,Gambling,0
3485,,spritual,0,16,,0
3486,Mental health,,0,85,,0
3487,,,2,0,Books,2
3488,,,4,0,Travelling,4
3489,,,8,0,shopoholic,8
3490,Health Issue,Sports,9,2,,9
3491,,Financial issues,45,4,,45
3492,,,2,8,Travelling,2
3493,,Criminal,4,9,,4
3494,,,3,45,,3
3495,Terriost activity,,78,2,Charity,78
3496,,Mental health,1,4,,1
3497,,,1,3,,1
3498,,,8,78,Online Gaming,8
3499,,,0,1,,0
3500,,Health Issue,5,1,Smoker,5
3501,Financial issues,,7,8,,7
3502,,,23,0,Outdoor Activities,23
3503,Criminal,,,5,,
3504,,,0,7,,0
3505,,Terriost activity,5,23,,5
3506,Mental health,,1,,Alchohol Abuse,1
3507,,,4,0,,4
3508,,spritual,8,5,Travelling,8
3509,,,23,1,Sports,23
3510,Health Issue,,24,4,,24
3511,,,16,8,,16
3512,,,85,23,Gambling,85
3513,,Sports,0,24,,0
3514,,Financial issues,0,16,,0
3515,Terriost activity,,0,85,Books,0
3516,,Criminal,2,0,Travelling,2
3517,,,4,0,shopoholic,4
3518,,Sports,8,0,,8
3519,,Financial issues,9,2,,9
3520,,,45,4,Travelling,45
3521,Financial issues,Criminal,2,8,,2
3522,,,4,9,,4
3523,Criminal,,3,45,Charity,3
3524,,Mental health,78,2,,78
3525,,,1,4,,1
3526,Mental health,,1,3,Online Gaming,1
3527,,,8,78,,8
3528,,Health Issue,0,1,Smoker,0
3529,,,5,1,,5
3530,Health Issue,,7,8,Outdoor Activities,7
3531,,,23,0,,23
3532,,,0,5,,0
3533,,,5,7,,5
3534,,Sports,1,23,Alchohol Abuse,1
3535,Terriost activity,Financial issues,4,0,,4
3536,,,8,5,Travelling,8
3537,,Criminal,23,1,Sports,23
3538,,,24,4,,24
3539,,,16,8,,16
3540,,Mental health,85,23,Gambling,85
3541,Financial issues,,0,24,,0
3542,,,0,16,,0
3543,Criminal,,0,85,Books,0
3544,,Health Issue,2,0,Travelling,2
3545,,,4,0,shopoholic,4
3546,Mental health,,8,0,,8
3547,,,9,2,,9
3548,,,45,4,Travelling,45
3549,,Terriost activity,2,8,,2
3550,Health Issue,,4,9,,4
3551,,,3,45,Charity,3
3552,,spritual,78,2,,78
3553,,,1,4,,1
3554,,,1,3,Online Gaming,1
3555,Terriost activity,,8,78,,8
3556,,,0,1,Smoker,0
3557,,Sports,5,1,,5
3558,,Financial issues,7,8,Outdoor Activities,7
3559,,,23,0,,23
3560,,Criminal,0,5,,0
3561,Financial issues,,5,7,,5
3562,,,1,23,Alchohol Abuse,1
3563,Criminal,Mental health,4,0,,4
3564,,,8,5,Travelling,8
3565,,,23,1,Sports,23
3566,Mental health,,24,4,,24
3567,,Health Issue,16,8,,16
3568,,,85,23,Gambling,85
3569,,,0,24,,0
3570,Health Issue,,0,16,,0
3571,,,0,85,Books,0
3572,,Terriost activity,2,0,Travelling,2
3573,,,4,0,shopoholic,4
3574,,,8,0,,8
3575,Terriost activity,spritual,9,2,,9
3576,,,45,4,Travelling,45
3577,,,2,8,,2
3578,,,4,9,,4
3579,,,3,45,Charity,3
3580,,Sports,78,2,,78
3581,Financial issues,Financial issues,1,4,,1
3582,,,1,3,Online Gaming,1
3583,Criminal,Criminal,8,78,,8
3584,,,0,1,Smoker,0
3585,,Sports,5,1,,5
3586,Mental health,Financial issues,7,8,Outdoor Activities,7
3587,,,23,0,,23
3588,,Criminal,0,5,,0
3589,,,5,7,,5
3590,Health Issue,,1,23,Alchohol Abuse,1
3591,,Mental health,4,0,,4
3592,,,8,5,Travelling,8
3593,,,23,1,Sports,23
3594,,,24,4,,24
3595,Terriost activity,Health Issue,16,8,,16
3596,,,85,23,Gambling,85
3597,,,0,24,,0
3598,,,0,16,,0
3599,,,0,85,Books,0
3600,,Terriost activity,2,0,Travelling,2
3601,Financial issues,,4,0,shopoholic,4
3602,,,8,0,,8
3603,Criminal,spritual,9,2,,9
3604,,,45,4,Travelling,45
3605,,,2,8,,2
3606,Mental health,,4,9,,4
3607,,,3,45,Charity,3
3608,,Sports,78,2,,78
3609,,Financial issues,1,4,,1
3610,Health Issue,,1,3,Online Gaming,1
3611,,Criminal,8,78,,8
3612,,,0,1,,0
3613,,,5,1,Smoker,5
3614,,Mental health,7,8,,7
3615,Terriost activity,,23,0,Outdoor Activities,23
3616,,,,5,,
3617,,,0,7,,0
3618,,Health Issue,5,23,,5
3619,,,1,,Alchohol Abuse,1
3620,,,4,0,,4
3621,Financial issues,,8,5,Travelling,8
3622,,,23,1,Sports,23
3623,Criminal,Terriost activity,24,4,,24
3624,,,16,8,,16
3625,,,85,23,Gambling,85
3626,Mental health,spritual,0,24,,0
3627,,,0,16,,0
3628,,,0,85,Books,0
3629,,,2,0,Travelling,2
3630,Health Issue,,4,0,shopoholic,4
3631,,Sports,8,0,,8
3632,,Financial issues,9,2,,9
3633,,,45,4,Travelling,45
3634,,Criminal,2,8,,2
3635,Terriost activity,,4,9,,4
3636,,Sports,3,45,Charity,3
3637,,Financial issues,78,2,,78
3638,,,1,4,,1
3639,,Criminal,1,3,Online Gaming,1
3640,,,8,78,,8
3641,Financial issues,,0,1,,0
3642,,Mental health,5,1,,5
3643,Criminal,,7,8,Smoker,7
3644,,,23,0,,23
3645,,,,5,Outdoor Activities,
3646,Mental health,Health Issue,0,7,,0
3647,,,5,23,,5
3648,,,1,,,1
3649,,,4,0,Alchohol Abuse,4
3650,Health Issue,,8,5,,8
3651,,,23,1,Travelling,23
3652,,Sports,24,4,Sports,24
3653,,Financial issues,16,8,,16
3654,,,85,23,,85
3655,Terriost activity,Criminal,0,24,Gambling,0
3656,,,0,16,,0
3657,,,0,85,,0
3658,,Mental health,2,0,Books,2
3659,,,4,0,Travelling,4
3660,,,8,0,shopoholic,8
3661,Financial issues,,9,2,,9
3662,,Health Issue,45,4,,45
3663,Criminal,,2,8,Travelling,2
3664,,,4,9,,4
3665,,,3,45,,3
3666,Mental health,,78,2,Charity,78
3667,,Terriost activity,1,4,,1
3668,,,1,3,,1
3669,,,8,78,Online Gaming,8
3670,Health Issue,spritual,0,1,,0
3671,,,5,1,,5
3672,,,7,8,Smoker,7
3673,,,23,0,,23
3674,,,,5,Outdoor Activities,
3675,Terriost activity,Sports,0,7,,0
3676,,Financial issues,5,23,,5
3677,,,1,,,1
3678,,Criminal,4,0,Alchohol Abuse,4
3679,,,8,5,,8
3680,,,23,1,Travelling,23
3681,Financial issues,Mental health,24,4,Sports,24
3682,,,16,8,,16
3683,Criminal,,85,23,,85
3684,,,0,24,Gambling,0
3685,,Health Issue,0,16,,0
3686,Mental health,,0,85,,0
3687,,,2,0,Books,2
3688,,,4,0,Travelling,4
3689,,,8,0,shopoholic,8
3690,Health Issue,Terriost activity,9,2,,9
3691,,,45,4,,45
3692,,,2,8,Travelling,2
3693,,spritual,4,9,,4
3694,,,3,45,,3
3695,Terriost activity,,78,2,Charity,78
3696,,,1,4,,1
3697,,,1,3,,1
3698,,Sports,8,78,Online Gaming,8
3699,,Financial issues,0,1,,0
3700,,,5,1,Smoker,5
3701,Financial issues,Criminal,7,8,,7
3702,,,23,0,Outdoor Activities,23
3703,Criminal,Sports,,5,,
3704,,Financial issues,0,7,,0
3705,,,5,23,,5
3706,Mental health,Criminal,1,,Alchohol Abuse,1
3707,,,4,0,,4
3708,,,8,5,Travelling,8
3709,,Mental health,23,1,Sports,23
3710,Health Issue,,24,4,,24
3711,,,16,8,,16
3712,,,85,23,Gambling,85
3713,,Health Issue,0,24,,0
3714,,,0,16,,0
3715,Terriost activity,,0,85,Books,0
3716,,,2,0,Travelling,2
3717,,,4,0,shopoholic,4
3718,,Terriost activity,8,0,,8
3719,,,9,2,,9
3720,,,45,4,Travelling,45
3721,Financial issues,spritual,2,8,,2
3722,,,4,9,,4
3723,Criminal,,3,45,Charity,3
3724,,,78,2,,78
3725,,,1,4,,1
3726,Mental health,Sports,1,3,Online Gaming,1
3727,,Financial issues,8,78,,8
3728,,,0,1,Smoker,0
3729,,Criminal,5,1,,5
3730,Health Issue,,7,8,Outdoor Activities,7
3731,,,23,0,,23
3732,,Mental health,0,5,,0
3733,,,5,7,,5
3734,,,1,23,Alchohol Abuse,1
3735,Terriost activity,,4,0,,4
3736,,Health Issue,8,5,Travelling,8
3737,,,23,1,Sports,23
3738,,,24,4,,24
3739,,,16,8,,16
3740,,,85,23,Gambling,85
3741,Financial issues,Terriost activity,0,24,,0
3742,,,0,16,,0
3743,Criminal,,0,85,Books,0
3744,,spritual,2,0,Travelling,2
3745,,,4,0,shopoholic,4
3746,Mental health,,8,0,,8
3747,,,9,2,,9
3748,,,45,4,Travelling,45
3749,,Sports,2,8,,2
3750,Health Issue,Financial issues,4,9,,4
3751,,,3,45,Charity,3
3752,,Criminal,78,2,,78
3753,,,1,4,,1
3754,,Sports,1,3,Online Gaming,1
3755,Terriost activity,Financial issues,8,78,,8
3756,,,0,1,Smoker,0
3757,,Criminal,5,1,,5
3758,,,7,8,Outdoor Activities,7
3759,,,23,0,,23
3760,,Mental health,,5,,
3761,Financial issues,,,7,,
3762,,,0,23,Alchohol Abuse,0
3763,Criminal,,5,,,5
3764,,Health Issue,1,,Travelling,1
3765,,,4,0,Sports,4
3766,Mental health,,8,5,,8
3767,,,23,1,,23
3768,,,24,4,Gambling,24
3769,,,16,8,,16
3770,Health Issue,Sports,85,23,,85
3771,,Financial issues,0,24,Books,0
3772,,,0,16,Travelling,0
3773,,Criminal,0,85,shopoholic,0
3774,,,2,0,,2
3775,Terriost activity,,4,0,,4
3776,,Mental health,8,0,Travelling,8
3777,,,9,2,,9
3778,,,45,4,,45
3779,,,2,8,Charity,2
3780,,Health Issue,4,9,,4
3781,Financial issues,,3,45,,3
3782,,,78,2,Online Gaming,78
3783,Criminal,,1,4,,1
3784,,,1,3,Smoker,1
3785,,Terriost activity,8,78,,8
3786,Mental health,,0,1,Outdoor Activities,0
3787,,,5,1,,5
3788,,spritual,7,8,,7
3789,,,23,0,,23
3790,Health Issue,,,5,Alchohol Abuse,
3791,,,0,7,,0
3792,,,5,23,Travelling,5
3793,,Sports,1,,Sports,1
3794,,Financial issues,4,0,,4
3795,Terriost activity,,8,5,,8
3796,,Criminal,23,1,Gambling,23
3797,,,24,4,,24
3798,,,16,8,,16
3799,,Mental health,85,23,Books,85
3800,,,0,24,Travelling,0
3801,Financial issues,,0,16,shopoholic,0
3802,,,0,85,,0
3803,Criminal,Health Issue,2,0,,2
3804,,,4,0,Travelling,4
3805,,,8,0,,8
3806,Mental health,,9,2,,9
3807,,,45,4,Charity,45
3808,,Terriost activity,2,8,,2
3809,,,4,9,,4
3810,Health Issue,,3,45,Online Gaming,3
3811,,spritual,78,2,,78
3812,,,1,4,Smoker,1
3813,,,1,3,,1
3814,,,8,78,Outdoor Activities,8
3815,Terriost activity,,0,1,,0
3816,,Sports,5,1,,5
3817,,Financial issues,7,8,,7
3818,,,23,0,Alchohol Abuse,23
3819,,Criminal,0,5,,0
3820,,,5,7,Travelling,5
3821,Financial issues,Sports,1,23,Sports,1
3822,,Financial issues,4,0,,4
3823,Criminal,,8,5,,8
3824,,Criminal,23,1,Gambling,23
3825,,,24,4,,24
3826,Mental health,,16,8,,16
3827,,Mental health,85,23,Books,85
3828,,,0,24,Travelling,0
3829,,,0,16,shopoholic,0
3830,Health Issue,,0,85,,0
3831,,Health Issue,2,0,,2
3832,,,4,0,Travelling,4
3833,,,8,0,,8
3834,,,9,2,,9
3835,Terriost activity,,45,4,Charity,45
3836,,Terriost activity,2,8,,2
3837,,,4,9,,4
3838,,,3,45,Online Gaming,3
3839,,spritual,78,2,,78
3840,,,1,4,,1
3841,Financial issues,,1,3,,1
3842,,,8,78,Smoker,8
3843,Criminal,,0,1,,0
3844,,Sports,5,1,Outdoor Activities,5
3845,,Financial issues,7,8,,7
3846,Mental health,,23,0,,23
3847,,Criminal,0,5,,0
3848,,,5,7,Alchohol Abuse,5
3849,,,1,23,,1
3850,Health Issue,Mental health,4,0,Travelling,4
3851,,,8,5,Sports,8
3852,,,23,1,,23
3853,,,24,4,,24
3854,,Health Issue,16,8,Gambling,16
3855,Terriost activity,,85,23,,85
3856,,,0,24,,0
3857,,,0,16,Books,0
3858,,,0,85,Travelling,0
3859,,Terriost activity,2,0,shopoholic,2
3860,,,4,0,,4
3861,Financial issues,,8,0,,8
3862,,spritual,9,2,Travelling,9
3863,Criminal,,45,4,,45
3864,,,2,8,,2
3865,,,4,9,Charity,4
3866,Mental health,,3,45,,3
3867,,Sports,78,2,,78
3868,,Financial issues,1,4,Online Gaming,1
3869,,,1,3,,1
3870,Health Issue,Criminal,8,78,,8
3871,,,0,1,Smoker,0
3872,,Sports,5,1,,5
3873,,Financial issues,7,8,Outdoor Activities,7
3874,,,23,0,,23
3875,Terriost activity,Criminal,0,5,,0
3876,,,5,7,,5
3877,,,1,23,Alchohol Abuse,1
3878,,Mental health,4,0,,4
3879,,,8,5,Travelling,8
3880,,,23,1,Sports,23
3881,Financial issues,,24,4,,24
3882,,Health Issue,16,8,,16
3883,Criminal,,85,23,Gambling,85
3884,,,0,24,,0
3885,,,0,16,,0
3886,Mental health,,0,85,Books,0
3887,,,2,0,Travelling,2
3888,,Sports,4,0,shopoholic,4
3889,,Financial issues,8,0,,8
3890,Health Issue,,9,2,,9
3891,,Criminal,45,4,Travelling,45
3892,,,2,8,,2
3893,,,4,9,,4
3894,,Mental health,3,45,Charity,3
3895,Terriost activity,,78,2,,78
3896,,,1,4,,1
3897,,,1,3,Online Gaming,1
3898,,Health Issue,8,78,,8
3899,,,0,1,Smoker,0
3900,,,5,1,,5
3901,Financial issues,,7,8,Outdoor Activities,7
3902,,,23,0,,23
3903,Criminal,Terriost activity,,5,,
3904,,,0,7,,0
3905,,,5,23,Alchohol Abuse,5
3906,Mental health,spritual,1,,,1
3907,,,4,0,Travelling,4
3908,,,8,5,Sports,8
3909,,,23,1,,23
3910,Health Issue,,24,4,,24
3911,,Sports,16,8,Gambling,16
3912,,Financial issues,85,23,,85
3913,,,0,24,,0
3914,,Criminal,0,16,Books,0
3915,Terriost activity,,0,85,Travelling,0
3916,,,2,0,shopoholic,2
3917,,Mental health,4,0,,4
3918,,,8,0,,8
3919,,,9,2,Travelling,9
3920,,,45,4,,45
3921,Financial issues,Health Issue,2,8,,2
3922,,,4,9,Charity,4
3923,Criminal,,3,45,,3
3924,,,78,2,,78
3925,,,1,4,Online Gaming,1
3926,Mental health,Terriost activity,1,3,,1
3927,,,8,78,Smoker,8
3928,,,0,1,,0
3929,,spritual,5,1,Outdoor Activities,5
3930,Health Issue,,7,8,,7
3931,,,23,0,,23
3932,,,,5,,
3933,,,0,7,Alchohol Abuse,0
3934,,Sports,5,23,,5
3935,Terriost activity,Financial issues,1,,Travelling,1
3936,,,4,0,Sports,4
3937,,Criminal,8,5,,8
3938,,,23,1,,23
3939,,Sports,24,4,Gambling,24
3940,,Financial issues,16,8,,16
3941,Financial issues,,85,23,,85
3942,,Criminal,0,24,Books,0
3943,Criminal,,0,16,Travelling,0
3944,,,0,85,shopoholic,0
3945,,Mental health,2,0,,2
3946,Mental health,,4,0,,4
3947,,,8,0,Travelling,8
3948,,,9,2,,9
3949,,Health Issue,45,4,,45
3950,Health Issue,,2,8,Charity,2
3951,,,4,9,,4
3952,,,3,45,,3
3953,,,78,2,Online Gaming,78
3954,,Terriost activity,1,4,,1
3955,Terriost activity,,1,3,Smoker,1
3956,,,8,78,,8
3957,,spritual,0,1,Outdoor Activities,0
3958,,,5,1,,5
3959,,,7,8,,7
3960,,,23,0,,23
3961,Financial issues,,,5,Alchohol Abuse,
3962,,Sports,0,7,,0
3963,Criminal,Financial issues,5,23,Travelling,5
3964,,,1,,Sports,1
3965,,Criminal,4,0,,4
3966,Mental health,,8,5,,8
3967,,,23,1,Gambling,23
3968,,Mental health,24,4,,24
3969,,,16,8,,16
3970,Health Issue,,85,23,Books,85
3971,,,0,24,Travelling,0
3972,,Health Issue,0,16,shopoholic,0
3973,,,0,85,,0
3974,,,2,0,,2
3975,Terriost activity,,4,0,Travelling,4
3976,,,8,0,,8
3977,,Terriost activity,9,2,,9
3978,,,45,4,Charity,45
3979,,,2,8,,2
3980,,spritual,4,9,,4
3981,Financial issues,,3,45,Online Gaming,3
3982,,,78,2,,78
3983,Criminal,,1,4,Smoker,1
3984,,,1,3,,1
3985,,Sports,8,78,Outdoor Activities,8
3986,Mental health,Financial issues,0,1,,0
3987,,,5,1,,5
3988,,Criminal,7,8,,7
3989,,,23,0,Alchohol Abuse,23
3990,Health Issue,Sports,,5,,
3991,,Financial issues,0,7,Travelling,0
3992,,,5,23,Sports,5
3993,,Criminal,1,,,1
3994,,,4,0,,4
3995,Terriost activity,,8,5,Gambling,8
3996,,Mental health,23,1,,23
3997,,,24,4,,24
3998,,,16,8,Books,16
3999,,Sports,85,23,Travelling,85
4000,,Financial issues,0,24,shopoholic,0
4001,Financial issues,,0,16,,0
4002,,Criminal,0,85,,0
4003,Criminal,,2,0,Travelling,2
4004,,,4,0,,4
4005,,Mental health,8,0,,8
4006,Mental health,,9,2,Charity,9
4007,,,45,4,,45
4008,,,2,8,,2
4009,,Health Issue,4,9,Online Gaming,4
4010,Health Issue,,3,45,,3
4011,,,78,2,,78
4012,,,1,4,,1
4013,,,1,3,Smoker,1
4014,,Terriost activity,8,78,,8
4015,Terriost activity,,0,1,Outdoor Activities,0
4016,,,5,1,,5
4017,,spritual,7,8,,7
4018,,,23,0,,23
4019,,,0,5,Alchohol Abuse,0
4020,,,5,7,,5
4021,Financial issues,,1,23,Travelling,1
4022,,Sports,4,0,Sports,4
4023,Criminal,Financial issues,8,5,,8
4024,,,23,1,,23
4025,,Criminal,24,4,Gambling,24
4026,Mental health,,16,8,,16
4027,,,85,23,,85
4028,,Mental health,0,24,Books,0
4029,,,0,16,Travelling,0
4030,Health Issue,,0,85,shopoholic,0
4031,,,2,0,,2
4032,,Health Issue,4,0,,4
4033,,,8,0,Travelling,8
4034,,,9,2,,9
4035,Terriost activity,,45,4,,45
4036,,,2,8,Charity,2
4037,,Terriost activity,4,9,,4
4038,,,3,45,,3
4039,,,78,2,Online Gaming,78
4040,,spritual,1,4,,1
4041,Financial issues,,1,3,,1
4042,,,8,78,,8
4043,Criminal,,0,1,Smoker,0
4044,,,5,1,,5
4045,,Sports,7,8,Outdoor Activities,7
4046,Mental health,Financial issues,23,0,,23
4047,,,,5,,
4048,,Criminal,,7,,
4049,,,0,23,Alchohol Abuse,0
4050,Health Issue,Sports,5,,,5
4051,,Financial issues,1,,Travelling,1
4052,,,4,0,Sports,4
4053,,Criminal,8,5,,8
4054,,,23,1,,23
4055,Terriost activity,,24,4,Gambling,24
4056,,Mental health,16,8,,16
4057,,,85,23,,85
4058,,,0,24,Books,0
4059,,,0,16,Travelling,0
4060,,Health Issue,0,85,shopoholic,0
4061,Financial issues,,2,0,,2
4062,,,4,0,,4
4063,Criminal,,8,0,Travelling,8
4064,,,9,2,,9
4065,,Terriost activity,45,4,,45
4066,Mental health,,2,8,Charity,2
4067,,,4,9,,4
4068,,spritual,3,45,,3
4069,,,78,2,Online Gaming,78
4070,Health Issue,,1,4,,1
4071,,,1,3,,1
4072,,,8,78,Smoker,8
4073,,Sports,0,1,,0
4074,,Financial issues,5,1,Outdoor Activities,5
4075,Terriost activity,,7,8,,7
4076,,Criminal,23,0,,23
4077,,,,5,,
4078,,,0,7,Alchohol Abuse,0
4079,,Mental health,5,23,,5
4080,,,1,,Travelling,1
4081,Financial issues,,4,0,Sports,4
4082,,,8,5,,8
4083,Criminal,Health Issue,23,1,,23
4084,,,24,4,Gambling,24
4085,,,16,8,,16
4086,Mental health,,85,23,,85
4087,,,0,24,Books,0
4088,,Terriost activity,0,16,Travelling,0
4089,,,0,85,shopoholic,0
4090,Health Issue,,2,0,,2
4091,,spritual,4,0,,4
4092,,,8,0,Travelling,8
4093,,,9,2,,9
4094,,,45,4,,45
4095,Terriost activity,,2,8,Charity,2
4096,,Sports,4,9,,4
4097,,Financial issues,3,45,,3
4098,,,78,2,Online Gaming,78
4099,,Criminal,1,4,,1
4100,,,1,3,Smoker,1
4101,Financial issues,Sports,8,78,,8
4102,,Financial issues,0,1,Outdoor Activities,0
4103,Criminal,,5,1,,5
4104,,Criminal,7,8,,7
4105,,,23,0,,23
4106,Mental health,,0,5,Alchohol Abuse,0
4107,,Mental health,5,7,,5
4108,,,1,23,Travelling,1
4109,,,4,0,Sports,4
4110,Health Issue,,8,5,,8
4111,,Health Issue,23,1,,23
4112,,,24,4,Gambling,24
4113,,,16,8,,16
4114,,,85,23,,85
4115,Terriost activity,,0,24,Books,0
4116,,,0,16,Travelling,0
4117,,Sports,0,85,shopoholic,0
4118,,Financial issues,2,0,,2
4119,,,4,0,,4
4120,,Criminal,8,0,Travelling,8
4121,Financial issues,,9,2,,9
4122,,,45,4,,45
4123,Criminal,Mental health,2,8,Charity,2
4124,,,4,9,,4
4125,,,3,45,,3
4126,Mental health,,78,2,Online Gaming,78
4127,,Health Issue,1,4,,1
4128,,,1,3,Smoker,1
4129,,,8,78,,8
4130,Health Issue,,0,1,Outdoor Activities,0
4131,,,5,1,,5
4132,,Terriost activity,7,8,,7
4133,,,23,0,,23
4134,,,0,5,Alchohol Abuse,0
4135,Terriost activity,spritual,5,7,,5
4136,,,1,23,Travelling,1
4137,,,4,0,Sports,4
4138,,,8,5,,8
4139,,,23,1,,23
4140,,Sports,24,4,Gambling,24
4141,Financial issues,Financial issues,16,8,,16
4142,,,85,23,,85
4143,Criminal,Criminal,0,24,Books,0
4144,,,0,16,Travelling,0
4145,,,0,85,shopoholic,0
4146,Mental health,Mental health,2,0,,2
4147,,,4,0,,4
4148,,,8,0,Travelling,8
4149,,,9,2,,9
4150,Health Issue,Health Issue,45,4,,45
4151,,,2,8,Charity,2
4152,,,4,9,,4
4153,,,3,45,,3
4154,,,78,2,Online Gaming,78
4155,Terriost activity,Terriost activity,1,4,,1
4156,,,1,3,Smoker,1
4157,,,8,78,,8
4158,,spritual,0,1,Outdoor Activities,0
4159,,,5,1,,5
4160,,,7,8,,7
4161,Financial issues,,23,0,,23
4162,,,0,5,Alchohol Abuse,0
4163,Criminal,Sports,5,7,,5
4164,,Financial issues,1,23,Travelling,1
4165,,,4,0,Sports,4
4166,Mental health,Criminal,8,5,,8
4167,,,23,1,,23
4168,,Sports,24,4,Gambling,24
4169,,Financial issues,16,8,,16
4170,Health Issue,,85,23,,85
4171,,Criminal,0,24,Books,0
4172,,,0,16,Travelling,0
4173,,,0,85,shopoholic,0
4174,,Mental health,2,0,,2
4175,Terriost activity,,4,0,,4
4176,,,8,0,Travelling,8
4177,,,9,2,,9
4178,,Health Issue,45,4,,45
4179,,,2,8,Charity,2
4180,,,4,9,,4
4181,Financial issues,,3,45,,3
4182,,,78,2,Online Gaming,78
4183,Criminal,Terriost activity,1,4,,1
4184,,,1,3,Smoker,1
4185,,,8,78,,8
4186,Mental health,spritual,0,1,Outdoor Activities,0
4187,,,5,1,,5
4188,,,7,8,,7
4189,,,23,0,,23
4190,Health Issue,,,5,Alchohol Abuse,
4191,,Sports,0,7,,0
4192,,Financial issues,5,23,Travelling,5
4193,,,1,,Sports,1
4194,,Criminal,4,0,,4
4195,Terriost activity,,8,5,,8
4196,,,23,1,Gambling,23
4197,,Mental health,24,4,,24
4198,,,16,8,,16
4199,,,85,23,Books,85
4200,,,0,24,Travelling,0
4201,Financial issues,Health Issue,0,16,shopoholic,0
4202,,,0,85,,0
4203,Criminal,,2,0,,2
4204,,,4,0,Travelling,4
4205,,,8,0,,8
4206,Mental health,Terriost activity,9,2,,9
4207,,,45,4,Charity,45
4208,,,2,8,,2
4209,,spritual,4,9,,4
4210,Health Issue,,3,45,Online Gaming,3
4211,,,78,2,,78
4212,,,1,4,,1
4213,,,1,3,,1
4214,,Sports,8,78,Smoker,8
4215,Terriost activity,Financial issues,0,1,,0
4216,,,5,1,Outdoor Activities,5
4217,,Criminal,7,8,,7
4218,,,23,0,,23
4219,,Sports,,5,,
4220,,Financial issues,0,7,Alchohol Abuse,0
4221,Financial issues,,5,23,,5
4222,,Criminal,1,,Travelling,1
4223,Criminal,,4,0,Sports,4
4224,,,8,5,,8
4225,,Mental health,23,1,,23
4226,Mental health,,24,4,Gambling,24
4227,,,16,8,,16
4228,,,85,23,,85
4229,,Health Issue,0,24,Books,0
4230,Health Issue,,0,16,Travelling,0
4231,,,0,85,shopoholic,0
4232,,,2,0,,2
4233,,,4,0,,4
4234,,,8,0,Travelling,8
4235,Terriost activity,Sports,9,2,,9
4236,,Financial issues,45,4,,45
4237,,,2,8,Charity,2
4238,,Criminal,4,9,,4
4239,,,3,45,,3
4240,,,78,2,Online Gaming,78
4241,Financial issues,Mental health,1,4,,1
